word,pinyin,definition
戒烟,jie4 yan1,to give up smoking
戒备,jie4 bei4,to take precautions/to guard against (emergency)
戒指,jie4 zhi5,(finger) ring
驾驶,jia4 shi3,"to pilot (ship, airplane etc)/to drive"
驾照,jia4 zhao4,driver's license
驾车,jia4 che1,to drive a vehicle
漂亮,piao4 liang5,pretty/beautiful
饮食,yin3 shi2,eating and drinking/food and drink; diet
饮水,yin3 shui3,drinking water
饮料,yin3 liao4,drink/beverage
餐饮,can1 yin3,food and beverage/catering/repast
饮用水,yin3 yong4 shui3,drinking water/potable water
耳朵,er3 duo5,"ear/CL:隻|只[zhi1],個|个[ge4],對|对[dui4]/handle (on a cup)"
仔细,zi3 xi4,careful/attentive/cautious
柔软,rou2 ruan3,soft
温柔,wen1 rou2,gentle and soft; tender
柔和,rou2 he2,gentle/soft
腐化,fu3 hua4,to rot/to decay/to become corrupt
腐败,fu3 bai4,corruption/to corrupt/to rot/rotten
幼儿园,you4 er2 yuan2,kindergarten/nursery school
实践,shi2 jian4,practice/to put into practice/to live up to (a promise)/to carry out (a project)
外籍,wai4 ji2,foreign (i.e. of foreign nationality)
国籍,guo2 ji2,nationality
祖籍,zu3 ji2,ancestral hometown/original domicile (and civil registration)
书籍,shu1 ji2,books/works
牧民,mu4 min2,herdsman
牧场,mu4 chang3,pasture/grazing land/ranch
荒凉,huang1 liang2,desolate
凉水,liang2 shui3,cool water/unboiled water
凉快,liang2 kuai5,nice and cold/pleasantly cool
清凉,qing1 liang2,cool/refreshing/(of clothing) skimpy/revealing
最佳,zui4 jia1,"optimum/optimal/peak/best (athlete, movie etc)"
佳节,jia1 jie2,festive day/holiday
浓缩,nong2 suo1,to concentrate (a liquid)/concentration/espresso coffee/abbr. for 意式濃縮咖啡|意式浓缩咖啡
浓重,nong2 zhong4,dense/thick/strong/rich (colors)/heavy (aroma)/deep (friendship)/profound (effect)
浓厚,nong2 hou4,"dense/thick (fog, clouds etc)/to have a strong interest in/deep/fully saturated (color)"
投稿,tou2 gao3,to submit articles for publication/to contribute (writing)
稿子,gao3 zi5,draft of a document/script/manuscript/mental plan/precedent
竹子,zhu2 zi5,"bamboo/CL:棵[ke1],支[zhi1],根[gen1]"
胸有成竹,xiong1 you3 cheng2 zhu2,(idiom) to have a well thought out plan in mind
爆竹,bao4 zhu2,firecracker
腹部,fu4 bu4,abdomen/belly/flank
下跌,xia4 die1,to fall/to tumble
逻辑,luo2 ji5,logic (loanword)
巡逻,xun2 luo2,"to patrol (police, army or navy)"
垂头丧气,chui2 tou2 sang4 qi4,hanging one's head dispiritedly (idiom); dejected/crestfallen
遵照,zun1 zhao4,in accordance with/to follow (the rules)
遵守,zun1 shou3,to comply with; to abide by; to respect (an agreement)
血脉,xue4 mai4,blood vessels
来龙去脉,lai2 long2 qu4 mai4,the rise and fall of the terrain (idiom)/(fig.) the whole sequence of events/causes and effects
动脉,dong4 mai4,artery
脉络,mai4 luo4,"arteries and veins/network of blood vessels/vascular system (of a plant or animal)/(fig.) fabric (i.e. underlying structure, as in ""social fabric"")/overall context"
外貌,wai4 mao4,profile/appearance
面貌,mian4 mao4,face; features/appearance; look/CL:個|个[ge4]
礼貌,li3 mao4,courtesy; politeness; manners/courteous; polite
风貌,feng1 mao4,style/manner/ethos
柏树,bai3 shu4,cypress tree/Taiwan pr. [bo2 shu4]
地狱,di4 yu4,hell/infernal/underworld/(Buddhism) Naraka
监狱,jian1 yu4,prison
猜想,cai1 xiang3,to guess; to conjecture; to suppose/(math.) hypothesis
猜测,cai1 ce4,to guess/to conjecture/to surmise
可怜,ke3 lian2,pitiful/pathetic/to have pity on
怜惜,lian2 xi1,to take pity on/to feel tenderness toward
疑惑,yi2 huo4,to doubt/to distrust/unconvincing/to puzzle over/misgivings/suspicions
迷惑不解,mi2 huo4 bu4 jie3,to feel puzzled
迷惑,mi2 huo5,to puzzle/to confuse/to baffle
困惑,kun4 huo4,bewildered/perplexed/confused/difficult problem/perplexity
野兽,ye3 shou4,beast/wild animal
帐子,zhang4 zi5,mosquito net/CL:頂|顶[ding3]
装饰,zhuang1 shi4,to decorate/decoration/decorative/ornamental
掩饰,yan3 shi4,to cover up/to conceal/to mask/to gloss over
首饰,shou3 shi4,jewelry/head ornament
服饰,fu2 shi4,apparel/clothing and personal adornment
贷款,dai4 kuan3,a loan/CL:筆|笔[bi3]/to provide a loan (e.g. bank)/to raise a loan (from e.g. a bank)
信贷,xin4 dai4,credit/borrowed money
昌盛,chang1 sheng4,prosperous
叙述,xu4 shu4,to relate (a story or information)/to tell or talk about/to recount/narration/telling/narrative/account
钢笔,gang1 bi3,fountain pen/CL:支[zhi1]
沟通,gou1 tong1,to join; to connect; to link up/to communicate
寄托,ji4 tuo1,"to entrust (to sb)/to place (one's hope, energy etc) in/a thing in which you invest (your hope, energy etc)"
扶持,fu2 chi2,to help/to assist
铺路,pu1 lu4,to pave (with paving stones)/to lay a road/(fig.) to lay the groundwork (for sth)/to give a present to sb to ensure success
寿命,shou4 ming4,life span/life expectancy/lifetime (of a machine)
长寿,Chang2 shou4,"Changshou suburban district of Chongqing municipality, formerly in Sichuan"
寿司,shou4 si1,sushi
恐惧,kong3 ju4,to be frightened/fear/dread
查询,cha2 xun2,to check/to inquire/to consult (a document etc)/inquiry/query
询问,xun2 wen4,to inquire
汤圆,tang1 yuan2,"boiled or deep-fried balls of glutinous rice flour, usually eaten during Lantern Festival"
防盗,fang2 dao4,to guard against theft/anti-theft
盗版,dao4 ban3,pirated/illegal/see also 正版[zheng4 ban3]
强盗,qiang2 dao4,to rob (with force)/bandit/robber/CL:個|个[ge4]
防盗门,fang2 dao4 men2,security door
海盗,hai3 dao4,pirate
肥料,fei2 liao4,fertilizer/manure
化肥,hua4 fei2,fertilizer
减肥,jian3 fei2,to lose weight
品尝,pin3 chang2,to taste a small amount/to sample
尝试,chang2 shi4,to try; to attempt/CL:次[ci4]
匆匆,cong1 cong1,hurriedly
匆忙,cong1 mang2,hasty/hurried
光辉,guang1 hui1,radiance/glory/brilliant/magnificent
无奈,wu2 nai4,to have no alternative/frustrated/exasperated/helpless/(conjunction) but unfortunately
无可奈何,wu2 ke3 nai4 he2,have no way out/have no alternative/abbr. to 無奈|无奈[wu2 nai4]
折扣,zhe2 kou4,discount
扣除,kou4 chu2,to deduct
回扣,hui2 kou4,brokerage/a commission paid to a middleman/euphemism for a bribe/a kickback
扣留,kou4 liu2,to detain/to arrest/to hold/to confiscate
宫廷,gong1 ting2,court (of king or emperor)
董事,dong3 shi4,board member
董事会,dong3 shi4 hui4,board of directors
古董,gu3 dong3,curio/antique
董事长,dong3 shi4 zhang3,chairman of the board of directors
变迁,bian4 qian1,changes/vicissitudes
迁移,qian1 yi2,to migrate/to move
迁就,qian1 jiu4,to yield/to adapt to/to accommodate to (sth)
凝固,ning2 gu4,to freeze/to solidify/to congeal/fig. with rapt attention
凝聚,ning2 ju4,to condense/to coagulate/coacervation (i.e. form tiny droplets)/aggregation/coherent
混凝土,hun4 ning2 tu3,concrete
安慰,an1 wei4,to comfort/to console/CL:個|个[ge4]
欣慰,xin1 wei4,to be gratified
慰问,wei4 wen4,"to express sympathy, greetings, consolation etc"
慰劳,wei4 lao2,"to show appreciation (by kind words, small gifts etc)/to comfort"
厌烦,yan4 fan2,bored; fed up with sth; sick of sth
讨厌,tao3 yan4,to dislike/to loathe/disagreeable/troublesome/annoying
心脏,xin1 zang4,"heart/CL:顆|颗[ke1],個|个[ge4]"
心脏病,xin1 zang4 bing4,heart disease
热腾腾,re4 teng2 teng2,steaming hot/(fig.) bustling/hectic/(fig.) excited/stirred up/(fig.) created only a short time before/freshly minted/hot off the press/(coll.) also pr. [re4 teng1 teng1]
折腾,zhe1 teng5,"to toss from side to side (e.g. sleeplessly)/to repeat sth over and over again/to torment sb/to play crazy/to squander (time, money)"
幽默,you1 mo4,(loanword) humor/humorous
恩怨,en1 yuan4,gratitude and grudges/resentment/grudges/grievances
怨言,yuan4 yan2,complaint
抱怨,bao4 yuan4,to complain/to grumble/to harbor a complaint/to feel dissatisfied
怨气,yuan4 qi4,grievance/resentment/complaint
怨恨,yuan4 hen4,to resent/to harbor a grudge against/to loathe/resentment/rancor
球鞋,qiu2 xie2,athletic shoes
凉鞋,liang2 xie2,sandal
穿小鞋,chuan1 xiao3 xie2,lit. to make sb wear tight shoes (idiom)/to make life difficult for sb
拖鞋,tuo1 xie2,"slippers/sandals/flip-flops/CL:雙|双[shuang1],隻|只[zhi1]"
皮鞋,pi2 xie2,leather shoes
高跟鞋,gao1 gen1 xie2,high-heeled shoes
丢人,diu1 ren2,to lose face
丢脸,diu1 lian3,to lose face/humiliation
丢失,diu1 shi1,to lose; to misplace
丢弃,diu1 qi4,to discard/to abandon
丢掉,diu1 diao4,to lose/to throw away/to discard/to cast away
埋没,mai2 mo4,to engulf/to bury/to overlook/to stifle/to neglect/to fall into oblivion
埋怨,man2 yuan4,to complain/to grumble (about)/to reproach/to blame
埋藏,mai2 cang2,to bury/to hide by burying/hidden
埋伏,mai2 fu2,to ambush/to lie in wait for/to lie low/ambush
矿泉水,kuang4 quan2 shui3,"mineral water/CL:瓶[ping2],杯[bei1]"
源泉,yuan2 quan2,fountainhead/well-spring/water source/fig. origin
温泉,Wen1 quan2,"Arishang Nahiyisi or Wenquan county in Börtala Mongol autonomous prefecture 博爾塔拉蒙古自治州|博尔塔拉蒙古自治州, Xinjiang"
涌现,yong3 xian4,to emerge in large numbers/to spring up/to emerge prominently
涌入,yong3 ru4,to come pouring in/influx
管辖,guan3 xia2,to administer/to have jurisdiction (over)
躲藏,duo3 cang2,to conceal oneself/to go into hiding/to take cover
躲避,duo3 bi4,to hide/to evade/to dodge/to take shelter/to avoid (difficulties)
晋升,jin4 sheng1,to promote to a higher position
艰苦奋斗,jian1 ku3 fen4 dou4,to struggle arduously
艰辛,jian1 xin1,hardships/arduous/difficult
艰难,jian1 nan2,difficult/hard/challenging
艰险,jian1 xian3,difficult and dangerous/hardships and perils
艰巨,jian1 ju4,arduous/terrible (task)/very difficult/formidable
艰苦,jian1 ku3,difficult/hard/arduous
惊慌失措,jing1 huang1 shi1 cuo4,to lose one's head out of fear (idiom)
慌张,huang1 zhang1,flustered/agitated
慌乱,huang1 luan4,frenetic/hurried
心慌,xin1 huang1,to be flustered/(dialect) irregular heart-beat
惊慌,jing1 huang1,to panic/to be alarmed
慌忙,huang1 mang2,in a great rush/in a flurry
恐慌,kong3 huang1,panic/panicky/panic-stricken
祝愿,zhu4 yuan4,to wish
庆祝,qing4 zhu4,to celebrate
祝福,zhu4 fu2,blessings/to wish sb well
邮政,you2 zheng4,postal service/postal
邮票,you2 piao4,"(postage) stamp/CL:枚[mei2],張|张[zhang1]"
邮箱,you2 xiang1,mailbox/post office box/email/email inbox
邮件,you2 jian4,mail/post/email
邮编,you2 bian1,postal code/zip code
电子邮件,dian4 zi3 you2 jian4,"email/CL:封[feng1],份[fen4]"
邮局,you2 ju2,"post office/CL:家[jia1],個|个[ge4]"
集邮,ji2 you2,stamp collecting/philately
凶狠,xiong1 hen3,variant of 凶狠[xiong1 hen3]
鉴赏,jian4 shang3,to appreciate (as a connoisseur)
鉴别,jian4 bie2,to differentiate/to distinguish
鉴于,jian4 yu2,in view of/seeing that/considering/whereas
鉴定,jian4 ding4,to appraise/to identify/to evaluate
借鉴,jie4 jian4,to draw on (others' experience)/to learn from (how others do things)/lesson to be learned (by observing others)
器械,qi4 xie4,apparatus/instrument/equipment/weapon
机械,ji1 xie4,machine/machinery/mechanical/(old) cunning/scheming
邻国,lin2 guo2,bordering country/neighbor country/neighboring countries/surrounding countries
邻居,lin2 ju1,neighbor/next door/CL:個|个[ge4]
面红耳赤,mian4 hong2 er3 chi4,flushed with anger (or excitement)
赤字,chi4 zi4,(financial) deficit/red letter
拥挤,yong1 ji3,crowded/to throng/congestion
挤压,ji3 ya1,to squeeze/to press/to extrude
转弯,zhuan3 wan1,to turn/to go around a corner
弯曲,wan1 qu1,to bend/to curve around/curved/crooked/to wind/to warp
急转弯,ji2 zhuan3 wan1,to make a sudden turn
走弯路,zou3 wan1 lu4,to take an indirect route/to waste one's time by using an inappropriate method
椅子,yi3 zi5,"chair/CL:把[ba3],套[tao4]"
轮椅,lun2 yi3,wheelchair
陪伴,pei2 ban4,to accompany
陪同,pei2 tong2,to accompany
切割,qie1 ge1,to cut
分割,fen1 ge1,to cut up/to break up
揭晓,jie1 xiao3,to announce publicly/to publish/to make known/to disclose
揭露,jie1 lu4,to expose/to unmask/to ferret out/to disclose/disclosure
揭发,jie1 fa1,to expose/to bring to light/to disclose/revelation
揭示,jie1 shi4,to show/to make known
领悟,ling3 wu4,to understand/to comprehend
觉悟,jue2 wu4,to come to understand/to realize/consciousness/awareness/Buddhist enlightenment (Sanskrit: cittotpāda)
醒悟,xing3 wu4,to come to oneself/to come to realize/to come to see the truth/to wake up to reality
聪明,cong1 ming5,intelligent/clever/bright/smart/acute (of sight and hearing)
先锋,xian1 feng1,vanguard/pioneer/avant-garde
交锋,jiao1 feng1,to cross swords/to have a confrontation (with sb)
针锋相对,zhen1 feng1 xiang1 dui4,to oppose each other with equal harshness (idiom); tit for tat/measure for measure
电梯,dian4 ti1,"elevator/escalator/CL:臺|台[tai2],部[bu4]"
滑梯,hua2 ti1,(children's) sliding board/a slide
阶梯,jie1 ti1,flight of steps/(fig.) stepping stone; way to reach the goal of
楼梯,lou2 ti1,stair/staircase/CL:個|个[ge4]
梯子,ti1 zi5,ladder/stepladder
吉祥,ji2 xiang2,lucky/auspicious/propitious
吉祥物,ji2 xiang2 wu4,mascot
慈祥,ci2 xiang2,kindly/benevolent (often of older person)
祥和,xiang2 he2,auspicious and peaceful
宽阔,kuan1 kuo4,expansive/wide/width/thickness
开阔,kai1 kuo4,wide/open (spaces)/to open up
广阔,guang3 kuo4,wide/vast
荣誉,rong2 yu4,honor/credit/glory/(honorable) reputation/honorary
声誉,sheng1 yu4,reputation/fame
名誉,ming2 yu4,fame/reputation/honor/honorary/emeritus (of retired professor)
信誉,xin4 yu4,prestige/distinction/reputation/trust
统筹,tong3 chou2,an overall plan/to plan an entire project as a whole
筹措,chou2 cuo4,to raise (money)
筹码,chou2 ma3,bargaining chip; gaming chip; casino token
筹集,chou2 ji2,to collect money; to raise funds
筹办,chou2 ban4,to arrange; to make preparations
筹划,chou2 hua4,to plan and prepare
一筹莫展,yi1 chou2 mo4 zhan3,to be unable to find a solution/to be at wits' end
筹备,chou2 bei4,preparations/to get ready for sth
丛林,cong2 lin2,jungle/thicket/forest/Buddhist monastery
牵头,qian1 tou2,to lead (an animal by the head)/to take the lead/to coordinate (a combined operation)/to mediate/a go-between (e.g. marriage broker)
牵制,qian1 zhi4,to control/to curb/to restrict/to impede/to pin down (enemy troops)
牵挂,qian1 gua4,to worry about/to be concerned about
牵涉,qian1 she4,to involve/implicated
共鸣,gong4 ming2,(physics) to resonate; resonance/sympathetic response
内阁,nei4 ge2,(government) cabinet
穆斯林,Mu4 si1 lin2,Muslim
屈服,qu1 fu2,to surrender/to succumb/to yield/(as a transitive verb) to defeat/to prevail over
委屈,wei3 qu5,to feel wronged/to cause sb to feel wronged/grievance
宗旨,zong1 zhi3,objective/aim/goal
旨在,zhi3 zai4,to have as its purpose/to be intended to/to aim to (do sth)
袖手旁观,xiu4 shou3 pang2 guan1,to watch with folded arms (idiom); to look on without lifting a finger
领袖,ling3 xiu4,leader
袖珍,xiu4 zhen1,pocket-sized/pocket (book etc)
猎人,lie4 ren2,hunter
打猎,da3 lie4,to go hunting
手臂,shou3 bi4,arm/helper
祝贺,zhu4 he4,to congratulate/congratulations/CL:個|个[ge4]
贺电,he4 dian4,congratulatory telegram
贺信,he4 xin4,congratulatory letter or message
贺卡,he4 ka3,greeting card/congratulation card
庆贺,qing4 he4,to congratulate/to celebrate
柱子,zhu4 zi5,pillar/CL:根[gen1]
支柱,zhi1 zhu4,mainstay/pillar/prop/backbone
抛开,pao1 kai1,to throw out/to get rid of
抛弃,pao1 qi4,to abandon/to discard/to renounce/to dump (sb)
鼠标,shu3 biao1,mouse (computing)
戈壁,Ge1 bi4,Gobi (desert)
干戈,gan1 ge1,weapons of war/arms
牢记,lao2 ji4,to keep in mind/to remember
亡羊补牢,wang2 yang2 bu3 lao2,lit. to mend the pen after sheep are lost (idiom)/fig. to act belatedly/better late than never/to lock the stable door after the horse has bolted
牢牢,lao2 lao2,firmly/safely
牢固,lao2 gu4,firm/secure
逊色,xun4 se4,"inferior (often in the combination 毫無遜色|毫无逊色, not in the least inferior)"
年迈,nian2 mai4,old/aged
迈进,mai4 jin4,to step in/to stride forward/to forge ahead
欺负,qi1 fu5,to bully
欺骗,qi1 pian4,to deceive/to cheat
钢琴,gang1 qin2,"piano/CL:架[jia4],臺|台[tai2]"
小提琴,xiao3 ti2 qin2,fiddle/violin
衰老,shuai1 lao3,to age/to deteriorate with age/old and weak
衰退,shuai1 tui4,to decline/to fall/to drop/to falter/a decline/recession (in economics)
衰弱,shuai1 ruo4,weak/feeble
衰减,shuai1 jian3,to weaken/to attenuate
瓶子,ping2 zi5,bottle/CL:個|个[ge4]
花瓶,hua1 ping2,flower vase/(fig.) female employee considered to be just a pretty face (attractive but not very competent)
苦恼,ku3 nao3,vexed/distressed
烦恼,fan2 nao3,to be worried/to be distressed/worries
燕子,yan4 zi5,swallow
仲裁,zhong4 cai2,arbitration
诱人,you4 ren2,attractive; alluring; captivating
引诱,yin3 you4,to coerce (sb into doing sth bad)/to lure (into a trap)/to seduce
诱发,you4 fa1,to induce/to cause/to elicit/to trigger
诱惑,you4 huo4,to entice/to lure/to induce/to attract
池子,chi2 zi5,pond/bathhouse pool/dance floor of a ballroom/(old) stalls (front rows in a theater)
电池,dian4 chi2,"battery/CL:節|节[jie2],組|组[zu3]"
心疼,xin1 teng2,to love dearly/to feel sorry for sb/to regret/to grudge/to be distressed
头疼,tou2 teng2,headache
疼痛,teng2 tong4,pain/(of a body part) to be painful; to be sore; to hurt/(of a person) to be in pain
打仗,da3 zhang4,to fight a battle/to go to war
夺冠,duo2 guan4,to seize the crown/fig. to win a championship/to win gold medal
冠军,guan4 jun1,champion/CL:個|个[ge4]
遥远,yao2 yuan3,distant/remote
遥控,yao2 kong4,to direct operations from a remote location/to remotely control
玄机,xuan2 ji1,profound theory (in Daoism and Buddhism)/mysterious principles
灰尘,hui1 chen2,dust
安抚,an1 fu3,to placate/to pacify/to appease
抚养,fu3 yang3,to foster/to bring up/to raise
